property_master_id,price_inr,city,locality,property_type,bhk,bathrooms,balconies,builtup_area_sqft,floor_no,total_floors,parking,furnishing,facing,latitude,longitude,schools_distance_km,hospitals_distance_km,metro_stations_distance_km,railway_stations_distance_km,malls_distance_km,parks_distance_km,transit_stations_distance_km,accessibility_score,avg_monthly_rent,median_monthly_rent,median_rent_per_sqft,rental_listing_count,hist_hpi_market,hist_qoq_growth,hist_yoy_growth,hist_market_regime,repo_rate,bank_rate,CRR,SLR,repo_rate_change,repo_rate_3m_change,repo_rate_12m_change,hist_cpi_index,hist_cpi_yoy_growth,hist_cpi_3m_change,hist_cpi_12m_change,rera_registered,project_status,completion_percent,construction_duration_months,project_age,developer_project_count,developer_completion_rate,developer_lapsed_project_count,aqi,pm25,pm10,aqi_30d_avg,aqi_90d_avg,derived_area_per_bhk,derived_bathrooms_per_bhk,derived_carpet_efficiency,derived_floor_ratio,derived_area_per_bhk_log1p,derived_carpet_efficiency_log1p,derived_rent_per_sqft_log1p,historical_locality_median_ppsf,historical_rental_yield_pct,derived_historical_rental_yield_log1p
PROP-D2B34E8F00C1,3200000,Chennai,Avadi,Apartment,2,2,0,667,3.0,3.0,,,,12.861854970595948,80.08949394222218,11.086,12.39,13.249,22.336,21.024,3.118,12.256,3.7,,,,,113.99,-0.7,1.77,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,56.6,53.0,30.0,20,0.6,0,71,39,64,71,43.0,333.5,1.0,0.678,1.0,5.812636879568284,0.5176026080450145,,5492.0650000000005,,
PROP-DD7269A00BD4,250000000,Delhi,New Friends Colony,Independent House,9,6,1,4000,,,,,,28.539783783186284,77.18798634824897,3.611,2.428,3.654,4.549,6.225,5.389,2.327,29.5,109166.67,97500.0,39.35,6.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,55.0,40.0,22.0,12,0.833,0,225,123,202,225,146.3,444.444,0.667,,,6.0990715375507385,,3.6975913947159578,8294.57,3.5264034181398194,1.5099276767212564
PROP-CB53845BE6CA,92000000,Bengaluru,Seegehalli,Independent House,5,4,1,2400,,,,,,13.135648231811288,77.77120871856866,2.865,10.731,10.553,11.759,7.706,7.711,4.235,13.9,64833.33,63500.0,37.32,6.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,69,38,63,69,42.3,480.0,0.8,,,6.175867270105761,,3.64597195310266,7181.82,4.420884956737986,1.6902590782743747
PROP-9038318484A5,17500000,Mumbai,Santacruz East,Apartment,2,3,1,1000,2.0,7.0,,,,19.24618629328324,72.95651596176785,2.951,3.474,4.704,11.822,12.519,1.978,2.052,25.8,75611.11,85000.0,80.95,9.0,113.97,-0.92,2.65,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,117,65,107,117,71.0,500.0,1.5,0.6,0.286,6.2166061010848646,0.4700036292457356,4.406109305189839,18360.655,5.555357366063466,1.8802826338170917
PROP-4CC42D3AE9AC,36000000,Delhi,Model Town,Independent House,9,3,0,1000,,,,,,28.751872758771363,77.12492955100122,3.33,1.656,2.242,8.551,3.348,2.009,3.065,38.7,48000.0,48000.0,20.0,1.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,74.1,54.0,40.0,25,0.52,0,290,153,250,290,175.7,111.111,0.333,,,4.719489451936621,,3.044522437723423,10648.15,5.409390363584284,1.857764159324478
PROP-17989003F56A,4500000,Delhi,Najafgarh,Independent House,3,2,1,675,,,,,,28.66517509407821,77.3438240849301,5.607,5.214,0.458,12.338,12.145,1.466,2.636,34.4,8406.25,8000.0,11.88,16.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,290,153,250,290,175.7,225.0,0.667,,,5.420534999272286,,2.5556757206762075,5555.56,2.559997952001638,1.2697599695833348
PROP-F08007D6613C,16500000,Mumbai,Kurla West,Apartment,2,2,1,750,2.0,,,,,18.965671544982253,72.92596235607223,2.89,1.714,5.235,7.367,4.847,2.647,2.644,32.4,58973.68,60000.0,66.67,19.0,113.97,-0.92,2.65,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,40.7,54.0,22.0,8,0.5,0,117,65,107,117,71.0,375.0,1.0,,,5.929589143389895,,4.214642950244135,16923.08,5.672726241322501,1.89802850825189
PROP-6F343EA892F8,25000000,Bengaluru,Chikkalasandra,Independent House,5,4,1,2100,,,,,,12.804213430549067,77.36395802230216,12.31,5.119,10.87,7.941,16.809,11.182,7.602,6.9,22000.0,22000.0,20.18,1.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,73,40,65,73,45.7,420.0,0.8,,,6.042632833682381,,3.0530573401732606,4591.97,2.7376983236886505,1.318470000503291
PROP-ADC319DDB1CF,4500000,Delhi,Nangloi,Independent House,5,2,0,765,,,,,,28.810934507789064,77.54532046363317,10.604,12.02,8.121,16.328,33.203,16.23,8.426,2.5,8812.5,8500.0,13.41,8.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,290,153,250,290,175.7,153.0,0.4,,,5.0369526024136295,,2.667922410011431,9166.665,1.4545457190083124,0.89794170095008
PROP-0AB9190D8A3D,3125000,Chennai,Mambakkam-Chengalpattu,Apartment,2,2,0,625,4.0,4.0,,,,13.044330041522088,80.1845537697989,0.772,6.347,6.01,9.189,4.098,6.769,2.853,35.6,,,,,113.99,-0.7,1.77,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Completed,100.0,30.0,47.0,17,0.471,0,71,39,64,71,43.0,312.5,1.0,,1.0,5.747799360072976,,,4962.5,,
PROP-B5B8575308D0,11000000,Hyderabad,Kondapur,Apartment,3,3,0,1575,3.0,5.0,,,,17.377222,78.479415,1.565,2.999,1.533,7.316,4.829,3.21,3.734,42.7,,,,,116.65,-0.3,3.2,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,58.3,48.0,28.0,11,0.545,0,86,46,76,86,55.3,525.0,1.0,,0.6,6.26530121273771,,,7244.085,,
PROP-691501B39CC9,3200000,Mumbai,Naigaon East,Apartment,1,2,1,610,3.0,4.0,,,,19.093927671996017,72.77827010554599,4.158,1.356,6.615,13.446,3.562,1.454,2.975,35.5,14955.0,13750.0,26.91,20.0,113.97,-0.92,2.65,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Completed,100.0,26.0,32.0,14,0.786,0,102,58,95,102,63.7,610.0,2.0,,0.75,6.415096959171596,,3.328985047548231,6644.145,4.071130345269233,1.6235637405387864
PROP-142316BC7658,4200000,Bengaluru,Yelahanka,Apartment,3,3,0,1180,5.0,8.0,,,,12.994689,77.62023049999999,2.239,2.696,1.564,2.687,2.597,1.901,1.465,47.5,111916.67,45000.0,30.86,30.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,69,38,63,69,42.3,393.333,1.0,,0.625,5.977195730001382,,3.4613513044819024,4964.79,9.21745166752406,2.3240972060828917
PROP-DCA5142ABC8A,8700000,Bengaluru,Banashankari,Apartment,3,3,1,1250,4.0,4.0,,,,12.9670415,77.6311245,2.597,2.76,2.728,1.619,2.526,3.52,2.678,39.3,58690.91,66300.0,27.88,11.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,73,40,65,73,45.7,416.667,1.0,,1.0,6.034684464312237,,3.3631493140246254,6250.0,10.18368,2.414455572778824
PROP-0FCAB3EB039D,35000000,Delhi,Mayur Vihar Phase 1,Apartment,2,3,1,1450,0.0,7.0,,Fully-Furnished,East,28.85767880839608,77.37293888799341,5.237,6.244,0.787,6.736,15.686,8.209,5.142,24.6,41733.14,22000.0,27.78,1758.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,17.2,58.0,10.0,15,0.667,0,290,153,250,290,175.7,725.0,1.5,,0.0,6.587550014824796,,3.359680701459222,10000.0,1.8206896551724137,1.0369814136222273
PROP-146D25D4D3DB,3300000,Mumbai,Vasai West,Apartment,1,2,0,540,0.0,,,,,19.209584743660848,73.00943286106931,2.199,1.675,2.2,4.945,10.813,4.735,2.676,38.5,12250.0,11500.0,20.84,4.0,113.97,-0.92,2.65,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,30.2,43.0,13.0,17,0.824,0,117,65,107,117,71.0,540.0,2.0,,,6.293419278846481,,3.083743150876704,7994.505,3.196640136638298,1.4342842376775282
PROP-5C34C6B5BA9B,3440000,Chennai,Madambakkam,Apartment,3,2,1,693,1.0,4.0,,,,13.087314477574838,80.08595065143106,2.682,2.674,5.269,11.341,4.094,4.088,4.053,28.2,,,,,113.99,-0.7,1.77,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,93.9,49.0,46.0,4,0.75,0,71,39,64,71,43.0,231.0,0.667,,0.25,5.44673737166631,,,5208.33,,
PROP-AB4C8C0F636D,9800000,Delhi,Dwarka Mor,Independent House,5,4,1,2250,,,,,,28.61707911884676,77.11928991908644,3.054,0.725,6.502,1.063,2.466,3.54,3.372,36.9,14947.57,11999.0,20.0,21.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,225,123,202,225,146.3,450.0,0.8,,,6.111467339502679,,3.044522437723423,4322.185,1.4806091517754718,0.9085041557317496
PROP-5FC94EC20B16,21000000,Mumbai,Ghatkopar East,Apartment,2,3,1,875,1.0,3.0,,,,19.07799963047977,72.85360373581791,1.61,1.659,3.943,6.762,6.263,3.069,1.077,40.0,49562.5,40500.0,79.14,16.0,113.97,-0.92,2.65,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,117,65,107,117,71.0,437.5,1.5,,0.333,6.083359811812238,,4.383775105207999,22500.0,2.468571428571429,1.2437428171359843
PROP-BADA10E731A6,25000000,Bengaluru,Chikkadunnasandra,Villa,4,3,1,1710,,,,Semi-Furnished,East,12.958603583770715,77.37164592137476,5.441,3.049,3.335,4.037,8.295,4.697,2.501,20.1,56584.17,35000.0,30.0,1777.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,36.7,49.0,18.0,18,0.722,0,69,38,63,69,42.3,427.5,0.75,,,6.060290738037835,,3.4339872044851463,5789.47,4.242426942150478,1.656784548007847
PROP-4FE634D39E57,13500000,Chennai,Nungambakkam,Apartment,2,3,0,1150,1.0,2.0,,,,13.13954631165087,80.3484827068331,2.502,1.256,2.121,7.489,1.545,4.11,1.148,45.0,,,,,113.99,-0.7,1.77,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,39.0,59.0,23.0,13,0.846,0,90,48,79,90,55.7,575.0,1.5,,0.5,6.356107660695892,,,10526.32,,
PROP-B4F6CEC7D9A3,24500000,Bengaluru,Hebbal Kempapura,Independent House,2,3,1,1200,,,,,North,13.00257684069418,77.8257839739585,2.589,5.936,8.588,10.802,11.513,4.374,7.277,23.8,55600.0,29000.0,23.33,5.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,73,40,65,73,45.7,600.0,1.5,0.833,,6.398594934535208,0.6059539688575679,3.191710156795432,6388.89,4.5391296453687575,1.7118373846930588
PROP-DCD0BD798209,11700000,Mumbai,Vikhroli East,Apartment,2,3,1,810,6.0,16.0,,,East,18.857196661375205,72.94899928096423,6.966,5.643,5.573,3.718,0.238,10.822,3.894,20.1,85100.0,45000.0,94.74,15.0,113.97,-0.92,2.65,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,69.6,46.0,32.0,14,0.429,0,117,65,107,117,71.0,405.0,1.5,,0.375,6.0063531596017325,,4.561636183964363,14777.78,4.511277517101125,1.7067964505740985
PROP-16F41D634EB2,11000000,Bengaluru,Class D Employees Housing Society Layout,Independent House,3,3,0,1010,0.0,1.0,,,North-West,12.757572524752655,77.76170110949934,1.169,3.826,9.467,14.871,1.364,12.096,2.223,32.8,56584.17,35000.0,30.0,1777.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,73,40,65,73,45.7,336.667,1.0,,0.0,5.8220602027469175,,3.4339872044851463,5789.47,7.18272284265081,2.102024961076842
PROP-D29996906B13,46500000,Mumbai,Khar West,Apartment,2,3,0,1350,5.0,,,,,19.361596693526288,72.61199383711114,10.175,20.588,14.917,41.096,18.243,20.009,9.208,1.5,343666.67,305000.0,176.62,18.0,113.97,-0.92,2.65,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,41.5,53.0,22.0,5,0.8,0,102,58,95,102,63.7,675.0,1.5,,,6.516193076042964,,5.179646436830358,35294.12,7.681480969382751,2.161192132711045
PROP-C157E4411C18,6000000,Bengaluru,Hoskote,Apartment,3,5,1,2000,5.0,,,,East,12.979950998386974,77.78865213272661,2.404,2.074,6.795,6.415,7.748,4.951,6.567,30.7,46666.67,35000.0,16.67,3.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,46.4,56.0,26.0,14,0.643,0,73,40,65,73,45.7,666.667,1.667,,,6.503789546248707,,2.871868286331605,3750.0,5.6000000000000005,1.88706964903238
PROP-AA3A9D5B6B6B,2800000,Bengaluru,Sarjapur,Apartment,2,3,1,825,1.0,4.0,,,,12.850485172985668,77.47419917828631,9.3,8.046,3.594,8.118,6.133,3.195,5.613,14.8,43888.89,38000.0,21.71,9.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,73,40,65,73,45.7,412.5,1.5,,0.25,6.024657514463746,,3.122805356117467,5061.73,10.919730462258412,2.4781950491549
PROP-234DFEDC3C38,60000000,Delhi,Karol Bagh,Independent House,10,3,0,1480,,,,,,28.555290133852345,76.94557353324718,1.984,5.167,3.253,15.731,14.14,9.077,5.974,27.7,36000.0,27000.0,44.44,9.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,225,123,202,225,146.3,148.0,0.3,,,5.003946305945459,,3.816392774412896,12500.0,1.7513513513513514,1.012092191472198
PROP-43E225FD6139,3900000,Bengaluru,Ramohalli,Independent House,2,5,0,800,,,,,,12.722212222382309,77.64812157218505,1.901,9.17,11.924,21.634,6.287,4.931,1.639,19.1,56584.17,35000.0,30.0,1777.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,73,40,65,73,45.7,400.0,2.5,,,5.993961427306569,,3.4339872044851463,5789.47,9.068187588846648,2.3093807092852936
PROP-19C7E955FE53,5600000,Bengaluru,Bagalur,Apartment,3,3,1,1068,4.0,24.0,,,,13.027590642764867,77.64976348231917,1.405,3.539,4.054,5.495,7.413,1.449,1.883,36.9,56584.17,35000.0,30.0,1777.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,69,38,63,69,42.3,356.0,1.0,,0.167,5.877735781779639,,3.4339872044851463,4977.88,7.900118664296691,2.186064609716253
PROP-4A2CCE9FF953,6900000,Hyderabad,Kondapur,Apartment,2,3,1,1150,4.0,5.0,,,,17.377222,78.479415,1.565,2.999,1.533,7.316,4.829,3.21,3.734,42.7,,,,,116.65,-0.3,3.2,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Completed,100.0,24.0,37.0,8,0.625,0,86,46,76,86,55.3,575.0,1.5,,0.8,6.356107660695892,,,7244.085,,
PROP-964C3102FAEB,14500000,Bengaluru,Kartik Nagar,Independent House,4,4,1,2500,,,,,,13.081516030546572,77.63720362895717,0.991,5.043,1.229,4.044,8.037,2.882,2.1,39.6,56584.17,35000.0,30.0,1777.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,69,38,63,69,42.3,625.0,1.0,,,6.439350371100098,,3.4339872044851463,6938.78,2.4211749039456505,1.2299840312438408
PROP-E884B4869477,12000000,Hyderabad,Madeenaguda,Apartment,3,3,1,1965,3.0,4.0,,,,17.363231888064938,78.2736002962425,9.199,6.51,3.429,5.365,18.406,11.265,2.848,9.3,,,,,116.65,-0.3,3.2,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,36.0,25.0,9.0,67,0.284,0,86,46,76,86,55.3,655.0,1.0,,0.75,6.486160788944089,,,5870.02,,
PROP-F65F00240235,18500000,Bengaluru,Banashankari,Villa,2,3,1,4000,,,,,,12.9670415,77.6311245,2.597,2.76,2.728,1.619,2.526,3.52,2.678,39.3,58690.91,66300.0,27.88,11.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,73,40,65,73,45.7,2000.0,1.5,,,7.601402334583733,,3.3631493140246254,6250.0,3.1824,1.4308852444477655
PROP-16F919FD0937,4200000,Delhi,Bankner,Independent House,5,3,1,1550,,,,,,28.72633225986125,77.09692078834264,2.281,2.291,2.073,9.371,5.559,3.049,2.427,37.8,41733.14,22000.0,27.78,1758.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,225,123,202,225,146.3,310.0,0.6,,,5.739792912179234,,3.359680701459222,8294.57,2.0534226686273227,1.1162631478739715
PROP-0E9F88E7CFD6,70000000,Delhi,Ashok Vihar,Independent House,5,3,1,1780,,,,,,28.8876217881464,76.98745561536732,8.255,10.243,15.069,11.691,14.7,9.346,5.928,6.1,35666.67,35000.0,22.22,3.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,225,123,202,225,146.3,356.0,0.6,,,5.877735781779639,,3.145013976269745,15781.92,1.4950972770092312,0.9143277172246942
PROP-55492C01F01C,6800000,Bengaluru,Kattigenahalli,Apartment,3,3,0,1365,3.0,5.0,,,,12.986742763470367,77.62821694571846,1.794,1.882,0.834,1.462,2.517,2.504,1.118,54.6,60000.0,60000.0,20.98,1.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,69,38,63,69,42.3,455.0,1.0,,0.6,6.1224928095143865,,3.090132948975475,3971.775,13.280523883465891,2.658896642755724
PROP-24E12EE6AA8F,15000000,Bengaluru,Srinivaspura,Independent House,4,4,1,2500,,,,,South,12.864905783755397,77.54943024386523,4.59,2.832,2.388,13.264,4.193,2.568,1.362,32.4,56584.17,35000.0,30.0,1777.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,73,40,65,73,45.7,625.0,1.0,,,6.439350371100098,,3.4339872044851463,5789.47,2.9018200284309272,1.361443118233824
PROP-48657BACA46E,17500000,Mumbai,Sakinaka,Apartment,2,3,1,843,10.0,11.0,,,,18.878574542454885,72.71309755254707,7.222,7.243,7.639,24.187,4.209,12.917,6.178,10.6,102803.9,60000.0,83.05,1696.0,113.97,-0.92,2.65,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,65.6,32.0,21.0,9,0.556,0,102,58,95,102,63.7,421.5,1.5,,0.909,6.046189446797229,,4.431411859854625,15104.165,5.654682179984073,1.895320694130296
PROP-A595FF517B62,70000000,Delhi,Ganesh Nagar,Independent House,3,4,1,2700,,,,,,28.35086013637068,77.29788803944356,7.529,9.023,11.05,19.051,18.8,7.24,4.867,5.7,20125.0,21500.0,22.15,4.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,225,123,202,225,146.3,900.0,1.333,,,6.803505257608338,,3.1419947805322432,7250.0,1.318007662835249,0.840708050708148
PROP-11700FC189E0,4200000,Delhi,Sultanpur,Independent House,2,3,0,900,,,,,,28.504057184599493,77.4828409824552,4.695,8.011,10.433,13.401,5.859,5.26,6.971,12.3,12500.0,12500.0,21.43,2.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,290,153,250,290,175.7,450.0,1.5,,,6.111467339502679,,3.110399348532117,8294.57,2.0093466770027457,1.1017230043721915
PROP-A5BF3C603337,6500000,Bengaluru,Kaggalipura,Apartment,2,3,0,950,4.0,4.0,,,,13.050530728845132,77.71784768958791,1.268,4.61,4.216,6.417,4.661,3.012,4.147,32.2,56584.17,35000.0,30.0,1777.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Completed,100.0,28.0,40.0,34,0.5,0,69,38,63,69,42.3,475.0,1.5,,1.0,6.16541785423142,,3.4339872044851463,5751.88,7.686274107907236,2.161744091052793
PROP-8BDD363B8FA6,5454000,Mumbai,Kandivali East,Apartment,2,1,0,340,3.0,3.0,,,,19.23200716712224,73.0307966377622,5.468,2.531,4.002,5.936,13.283,2.353,2.793,24.3,63323.37,62500.0,62.26,30.0,113.97,-0.92,2.65,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,117,65,107,117,71.0,170.0,0.5,1.0,1.0,5.14166355650266,0.6931471805599453,4.147253217877503,16666.67,13.235291470588765,2.655724196150077
PROP-7CF72BB9C099,13500000,Mumbai,Kandivali West,Apartment,2,2,1,770,1.0,7.0,,,,19.03570281786491,72.8566092185214,5.484,3.364,0.771,3.608,4.122,2.014,0.614,40.0,53571.43,49000.0,59.23,28.0,113.97,-0.92,2.65,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Completed,100.0,32.0,40.0,8,0.75,0,102,58,95,102,63.7,385.0,1.0,0.812,0.143,5.955837369464831,0.5944312076207876,4.09817056705563,20129.870000000003,3.793548411571279,1.5672709329042305
PROP-A3C056BEF2B8,5500000,Chennai,Maduravoyal,Apartment,2,3,0,855,2.0,4.0,,,,13.237010420783074,80.41048176144572,5.033,5.111,6.065,16.585,5.041,4.523,2.345,16.2,,,,,113.99,-0.7,1.77,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Completed,100.0,53.0,64.0,10,0.7,0,90,48,79,90,55.7,427.5,1.5,0.612,0.5,6.060290738037835,0.4774756440844365,,6179.78,,
PROP-2B952DC1D3AE,2400000,Delhi,Malviya Nagar,Apartment,1,2,1,575,3.0,,,,,28.79779370639404,77.35757827738232,1.742,6.893,6.06,2.036,13.622,1.769,3.246,29.8,28820.0,32000.0,37.65,5.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,290,153,250,290,175.7,575.0,2.0,,,6.356107660695892,,3.654546775033431,6111.11,10.92806522802767,2.478894045927337
PROP-05DCF1E5D39D,5600000,Chennai,Maduravoyal,Apartment,2,3,0,840,2.0,4.0,,,,13.237010420783074,80.41048176144572,5.033,5.111,6.065,16.585,5.041,4.523,2.345,16.2,,,,,113.99,-0.7,1.77,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Completed,100.0,53.0,64.0,10,0.7,0,90,48,79,90,55.7,420.0,1.5,,0.5,6.042632833682381,,,6179.78,,
PROP-56EF2D9028A8,75000000,Bengaluru,Bannerughatta,Independent House,5,5,1,5500,,,,,,13.122969098701248,77.63660560314531,3.725,5.936,2.514,5.513,8.619,5.337,2.862,20.1,56584.17,35000.0,30.0,1777.0,116.53,-0.75,2.39,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,69,38,63,69,42.3,1100.0,1.0,,,7.00397413672268,,3.4339872044851463,5142.86,1.4848476599331184,0.9102113538195824
PROP-AC39FFFD2C4D,6000000,Hyderabad,Abids,Apartment,2,3,1,1000,4.0,5.0,,,,17.370893966791957,78.33392429198436,5.833,3.806,3.548,2.942,12.023,4.979,3.839,16.7,,,,,116.65,-0.3,3.2,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,86,46,76,86,55.3,500.0,1.5,,0.8,6.2166061010848646,,,5870.02,,
PROP-ECB34FD0133A,3000000,Delhi,Ibrahimpur,Independent House,3,2,1,445,,,,,East,28.423603491388025,77.0616718835723,10.749,5.213,4.788,4.679,9.213,0.68,5.782,19.7,41733.14,22000.0,27.78,1758.0,115.55,-1.05,2.43,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,0,Unregistered,,,,0,1.0,0,225,123,202,225,146.3,148.333,0.667,,,5.006178711601527,,3.359680701459222,8294.57,7.152371092971572,2.098308816593318
PROP-B75A9F04D7FE,8000000,Chennai,Kattupakkam,Apartment,2,3,0,941,4.0,4.0,,,,13.077837133344158,80.51475469558076,7.864,8.334,7.59,5.115,9.918,8.082,1.768,6.8,,,,,113.99,-0.7,1.77,Stable,4.0,4.25,3.0,18.0,0.0,0.0,-1.15,83.4,7.61,2.84,5.9,1,Ongoing,85.4,41.0,35.0,19,0.526,0,90,48,79,90,55.7,470.5,1.5,,1.0,6.155919102073512,,,5818.18,,
